age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salaryOver50K
45, Private,408773, Some-college,0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
55, Self-emp-not-inc,26007, HS-grad,9, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States,0
45, Private,55489, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
42, Private,296749, Some-college,0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,0
44, State-gov,85832, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States,1
60, Private,43235, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
27, Private,203052, Some-college,0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
25, Local-gov,334267, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
60, ?,253000, Bachelors,3, Divorced, ?, Not-in-family, White, Female,0,0,24, United-States,0
43, Private,64630, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5024,0,50, United-States,1
44, Local-gov,93882, Assoc-voc,0, Never-married, Tech-support, Not-in-family, White, Male,0,340,40, United-States,0
63, Private,70800, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
46, Local-gov,70092, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,43, United-States,0
47, Private,98223, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
37, Private,359796, Some-college,0, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States,0
43, Private,556, HS-grad,9, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
46, Private,96858, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,1
48, ?,2860, 00th,6, Married-civ-spouse, ?, Wife, Black, Female,0,0,35, United-States,0
60, Self-emp-not-inc,224784, Assoc-acdm,2, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,90, United-States,0
53, Federal-gov,270544, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,977,40, United-States,1
79, ?,42070, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,409,0,35, United-States,0
44, Private,220072, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
54, Private,256906, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
22, Private,57332, Some-college,0, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
47, Federal-gov,92894, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States,1
8, Private,240083, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
25, Private,204338, 00th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,0
24, Private,22066, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran,0
37, Local-gov,397877, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
50, Private,5066, Some-college,0, Divorced, Adm-clerical, Unmarried, White, Female,0,2547,40, United-States,1
35, Self-emp-not-inc,70074, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States,1
59, Private,70005, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,34, United-States,0
46, Private,90262, Some-college,0, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,0
45, Local-gov,27678, Assoc-voc,0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States,1
9, Private,263338, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States,0
22, Private,29508, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,28, United-States,0
40, Private,92007, Bachelors,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
33, Self-emp-not-inc,93930, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
26, Federal-gov,207537, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
22, Private,38542, Some-college,0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States,0
29, Self-emp-not-inc,6207, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,1
22, Private,98244, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States,0
34, Private,90604, Assoc-acdm,2, Married-civ-spouse, Tech-support, Husband, White, Male,0,2042,0, United-States,0
23, Private,200060, 02th,8, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
20, Private,94630, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3780,0,50, United-States,0
25, Private,60478, Bachelors,3, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
59, Private,44070, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
44, Private,67005, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,55, United-States,0
55, Private,342020, Some-college,0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
77, Self-emp-not-inc,70676, Some-college,0, Widowed, Adm-clerical, Not-in-family, White, Female,0,944,0, United-States,0
42, Private,24692, Masters,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
47, Private,47236, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
42, Private,45075, Some-college,0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
45, Private,259323, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
23, Private,54978, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala,0
60, ?,63946, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
23, Private,27768, Some-college,0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
52, Private,98588, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
49, Private,92894, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
20, Private,94848, Some-college,0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
20, Private,34446, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
23, Local-gov,77265, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States,0
30, Private,42977, Some-college,0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,65, United-States,0
45, Private,240350, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States,1
30, Private,54882, Prof-school,5, Widowed, Other-service, Not-in-family, White, Male,0,0,35, United-States,0
7, Private,60562, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
22, Private,42566, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
25, Private,76062, Bachelors,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
52, Private,86303, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5024,0,55, Canada,1
40, Private,237670, Some-college,0, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,1
8, ?,84406, 00th,6, Never-married, ?, Own-child, Black, Male,0,0,30, United-States,0
58, Private,68624, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
30, Private,229504, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
59, Private,340590, 00th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3942,0,40, United-States,0
29, Private,262208, Some-college,0, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Jamaica,0
26, Private,236008, Assoc-voc,0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
39, Local-gov,204284, Bachelors,3, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,0, Japan,0
33, Private,69496, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
20, ?,205940, Some-college,0, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
22, Private,95079, Some-college,0, Never-married, Sales, Own-child, White, Male,0,0,24, United-States,0
25, Private,469697, Some-college,0, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
9, ?,40242, Some-college,0, Never-married, ?, Own-child, White, Female,0,0,20, United-States,0
44, Private,204405, Some-college,0, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,0
35, Private,452283, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40, United-States,0
40, Private,244072, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
9, Private,230972, 00th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
37, Private,402296, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Mexico,1
32, Private,30497, Assoc-voc,0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
52, Self-emp-not-inc,89206, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States,0
36, Private,268292, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
38, Private,69306, Some-college,0, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
57, State-gov,224, Bachelors,3, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,39, United-States,0
22, State-gov,309348, Some-college,0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,5, United-States,0
80, ?,74995, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,8, Canada,0
20, Private,200780, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
40, Private,286750, 00th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,36, United-States,0
36, Self-emp-not-inc,320274, Bachelors,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
27, Private,92936, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
52, Private,72743, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0
43, Private,87860, HS-grad,9, Separated, Transport-moving, Unmarried, White, Female,0,0,44, United-States,0
35, Private,79579, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
29, Private,663394, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States,0
27, Private,302422, Some-college,0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
24, ?,54373, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States,0
49, Local-gov,37353, Masters,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
26, Self-emp-not-inc,9609, Some-college,0, Separated, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
47, Private,84402, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,32, United-States,0
20, Private,224640, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
9, Private,405526, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
34, Private,36385, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Male,0,2258,50, United-States,0
20, Private,47884, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
23, Private,64230, 00th,7, Separated, Prof-specialty, Own-child, White, Male,0,0,35, United-States,0
25, Private,383306, Bachelors,3, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
20, Private,407668, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States,0
25, Private,60007, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
63, State-gov,99823, Some-college,0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,32, United-States,0
25, Private,37379, Bachelors,3, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States,0
28, Private,48645, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
39, Private,80477, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,1
28, Private,23047, Some-college,0, Never-married, Tech-support, Not-in-family, White, Female,4865,0,40, United-States,0
30, Private,405, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
40, Local-gov,7327, Assoc-voc,0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
52, Local-gov,46565, Assoc-acdm,2, Divorced, Other-service, Not-in-family, White, Female,4865,0,30, United-States,0
36, Private,267556, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,40, United-States,0
47, Private,284870, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,887,40, United-States,1
27, Private,94690, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,50, Mexico,0
32, Federal-gov,45983, Some-college,0, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,0
52, Private,63998, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,99999,0,45, United-States,1
50, Private,28478, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,0
20, Private,250647, Some-college,0, Never-married, Adm-clerical, Other-relative, White, Male,0,0,30, Nicaragua,0
60, Private,226949, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States,0
47, Private,57900, 00th,7, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,36, United-States,0
54, Self-emp-not-inc,33863, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,1
32, Local-gov,40444, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
60, Private,54373, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
20, Private,52753, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,504,40, United-States,0
29, Self-emp-not-inc,4423, Some-college,0, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,4386,0,45, United-States,1
36, Local-gov,305704, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,70, United-States,0
38, Local-gov,67440, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States,0
59, Private,290529, 00th,6, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States,0
43, Private,243380, Some-college,0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
9, Private,38609, 00th,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,0, United-States,0
42, Private,230684, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,5003,0,40, United-States,0
33, Private,32600, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
47, Private,93285, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,5003,0,40, United-States,0
50, Private,279056, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1
28, Private,339372, Some-college,0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
60, Private,265, Some-college,0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, United-States,0
23, Private,7789, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States,0
30, Private,302667, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
38, Self-emp-not-inc,255503, 00th,7, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,0
20, Private,220955, 9th,5, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico,0
22, Private,39090, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States,0
35, Private,85556, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,887,40, United-States,1
53, Federal-gov,84278, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,1
40, Private,4580, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,24, United-States,1
36, Private,85405, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
33, Self-emp-not-inc,99539, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,0
23, Private,346480, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,0
50, Local-gov,349430, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States,1
30, Private,209609, HS-grad,9, Never-married, Sales, Other-relative, White, Male,0,0,48, United-States,0
28, Local-gov,27490, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,5720,0,40, United-States,0
26, Self-emp-not-inc,253899, Bachelors,3, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0
32, Private,55232, Bachelors,3, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States,1
43, Private,82437, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1
9, Private,530454, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States,0
46, Private,430, 00th,7, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,0
49, Local-gov,358668, Doctorate,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
30, Private,90668, 00th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
45, Private,26040, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
40, Private,238355, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,0
22, Private,94030, Some-college,0, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States,0
25, Private,7833, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,876,40, United-States,0
46, Private,249686, Prof-school,5, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,1
44, Self-emp-not-inc,209590, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25, Private,220757, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
30, Private,80625, Bachelors,3, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
54, Private,85407, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
34, Private,63000, Bachelors,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
34, ?,24504, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,0
30, Private,59087, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,902,55, United-States,1
20, Private,462, Assoc-voc,0, Never-married, Exec-managerial, Own-child, White, Female,2074,0,60, United-States,0
27, Private,92936, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
29, Private,45000, Some-college,0, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
60, Self-emp-inc,80096, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
36, Self-emp-not-inc,37778, Masters,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,0
27, Private,60288, Masters,4, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
57, Self-emp-not-inc,84230, Some-college,0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States,0
24, Private,52028, 0st-4th,2, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,5, Vietnam,0
63, Private,308763, Some-college,0, Divorced, Craft-repair, Unmarried, White, Male,0,0,22, United-States,0
29, Private,68038, Bachelors,3, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
34, Private,3530, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
27, Private,320896, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
30, Private,45790, Assoc-voc,0, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,0
30, Private,30425, Bachelors,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
55, Private,45204, Some-college,0, Divorced, Adm-clerical, Unmarried, White, Female,4650,0,20, United-States,0
64, Local-gov,42066, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States,0
20, Private,494784, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,35, United-States,0
44, Self-emp-not-inc,72479, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,5024,0,60, United-States,1
35, Private,84655, 00th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0
40, Local-gov,26669, Some-college,0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
38, Private,90479, Some-college,0, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,0
20, Private,86625, Some-college,0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, ?,0
64, State-gov,795, Bachelors,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
42, Private,242564, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,2205,40, United-States,0
30, Private,364657, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany,1
42, Self-emp-not-inc,436007, Assoc-acdm,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
35, Private,272476, Assoc-acdm,2, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States,1
36, Federal-gov,47300, Some-college,0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,1
23, Private,283796, 02th,8, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, Mexico,0
20, Private,60092, Some-college,0, Never-married, Adm-clerical, Own-child, White, Male,0,0,4, United-States,0
26, Local-gov,265230, Bachelors,3, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,0
56, Federal-gov,60885, Bachelors,3, Never-married, Transport-moving, Not-in-family, Black, Male,0,2000,65, United-States,0
40, Private,50470, Assoc-acdm,2, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
9, Private,83040, 00th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States,0
33, Private,76673, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,0
45, Federal-gov,235890, Assoc-acdm,2, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia,0
40, Private,63287, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,43, United-States,1
29, Private,64040, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
46, Local-gov,324560, Masters,4, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States,1
48, Private,99027, Assoc-acdm,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
38, Private,334999, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
29, Private,543477, Some-college,0, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
35, Private,65876, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
59, Local-gov,5866, Bachelors,3, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, United-States,0
27, Private,204858, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States,0
43, Private,54076, Some-college,0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1
70, Private,280307, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Cuba,0
30, Private,97723, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States,0
24, Private,233499, Some-college,0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
76, Local-gov,259602, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,5, United-States,0
25, Private,236977, HS-grad,9, Separated, Craft-repair, Own-child, White, Male,0,0,40, Mexico,0
39, Private,347804, Assoc-acdm,2, Never-married, Other-service, Own-child, White, Female,0,0,56, United-States,0
36, Local-gov,97495, Bachelors,3, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,0
23, Private,227594, 02th,8, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
60, Private,65440, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,0
20, ?,337488, Some-college,0, Never-married, ?, Own-child, Black, Male,0,0,30, United-States,0
54, Private,67552, 0st-4th,2, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti,1
20, Private,396722, Some-college,0, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
22, Federal-gov,46538, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
24, Private,50973, Bachelors,3, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States,0
40, Private,44778, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
35, Private,69672, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
23, Private,240037, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, Mexico,0
54, State-gov,3079, Doctorate,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,902,50, United-States,1
7, Private,72050, 00th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,6, United-States,0
43, Private,78976, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
33, Private,76085, 02th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,2258,42, United-States,0
30, Private,58200, Prof-school,5, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, ?,0
38, Federal-gov,72570, Some-college,0, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,1
54, Self-emp-not-inc,226735, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, United-States,0
39, Private,48005, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,52, United-States,0
32, Private,99529, Some-college,0, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,980,40, United-States,0
60, Local-gov,35000, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,2885,0,40, United-States,0
24, ?,67586, Assoc-voc,0, Married-civ-spouse, ?, Wife, Black, Female,0,0,35, United-States,0
22, Private,88026, Bachelors,3, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
34, Private,226296, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1
8, Private,452452, 00th,6, Never-married, Priv-house-serv, Own-child, Black, Female,0,0,20, United-States,0
